Municipio;Nacionalidad;Sexo;Destino;Total
02057-Ossa de Montiel;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;11
02057-Ossa de Montiel;Total;Total;Otra COMUNIDAD AUTÓNOMA;27
02057-Ossa de Montiel;Total;Total;Extranjero;9
02058-Paterna del Madera;Total;Total;Misma provincia;7
02058-Paterna del Madera;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02058-Paterna del Madera;Total;Total;Otra COMUNIDAD AUTÓNOMA;11
02058-Paterna del Madera;Total;Total;Extranjero;1
02059-Peñascosa;Total;Total;Misma provincia;13
02059-Peñascosa;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;1
02059-Peñascosa;Total;Total;Otra COMUNIDAD AUTÓNOMA;3
02059-Peñascosa;Total;Total;Extranjero;0
02060-Peñas de San Pedro;Total;Total;Misma provincia;30
02060-Peñas de San Pedro;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02060-Peñas de San Pedro;Total;Total;Otra COMUNIDAD AUTÓNOMA;7
02060-Peñas de San Pedro;Total;Total;Extranjero;1
02061-Pétrola;Total;Total;Misma provincia;16
02061-Pétrola;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02061-Pétrola;Total;Total;Otra COMUNIDAD AUTÓNOMA;2
02061-Pétrola;Total;Total;Extranjero;0
02062-Povedilla;Total;Total;Misma provincia;8
02062-Povedilla;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02062-Povedilla;Total;Total;Otra COMUNIDAD AUTÓNOMA;9
02062-Povedilla;Total;Total;Extranjero;0
02063-Pozohondo;Total;Total;Misma provincia;48
02063-Pozohondo;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02063-Pozohondo;Total;Total;Otra COMUNIDAD AUTÓNOMA;35
02063-Pozohondo;Total;Total;Extranjero;1
02064-Pozo-Lorente;Total;Total;Misma provincia;11
02064-Pozo-Lorente;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02064-Pozo-Lorente;Total;Total;Otra COMUNIDAD AUTÓNOMA;2
02064-Pozo-Lorente;Total;Total;Extranjero;0
02065-Pozuelo;Total;Total;Misma provincia;14
02065-Pozuelo;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;1
02065-Pozuelo;Total;Total;Otra COMUNIDAD AUTÓNOMA;2
02065-Pozuelo;Total;Total;Extranjero;0
02066-Recueja, La;Total;Total;Misma provincia;8
02066-Recueja, La;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02066-Recueja, La;Total;Total;Otra COMUNIDAD AUTÓNOMA;5
02066-Recueja, La;Total;Total;Extranjero;0
02067-Riópar;Total;Total;Misma provincia;21
02067-Riópar;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;5
02067-Riópar;Total;Total;Otra COMUNIDAD AUTÓNOMA;23
02067-Riópar;Total;Total;Extranjero;5
02068-Robledo;Total;Total;Misma provincia;18
02068-Robledo;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;1
02068-Robledo;Total;Total;Otra COMUNIDAD AUTÓNOMA;6
02068-Robledo;Total;Total;Extranjero;1
02069-Roda, La;Total;Total;Misma provincia;144
02069-Roda, La;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;34
02069-Roda, La;Total;Total;Otra COMUNIDAD AUTÓNOMA;164
02069-Roda, La;Total;Total;Extranjero;146
02070-Salobre;Total;Total;Misma provincia;3
02070-Salobre;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02070-Salobre;Total;Total;Otra COMUNIDAD AUTÓNOMA;6
02070-Salobre;Total;Total;Extranjero;0
02071-San Pedro;Total;Total;Misma provincia;48
02071-San Pedro;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02071-San Pedro;Total;Total;Otra COMUNIDAD AUTÓNOMA;16
02071-San Pedro;Total;Total;Extranjero;3
02072-Socovos;Total;Total;Misma provincia;14
02072-Socovos;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;2
02072-Socovos;Total;Total;Otra COMUNIDAD AUTÓNOMA;50
02072-Socovos;Total;Total;Extranjero;5
02073-Tarazona de la Mancha;Total;Total;Misma provincia;54
02073-Tarazona de la Mancha;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;21
02073-Tarazona de la Mancha;Total;Total;Otra COMUNIDAD AUTÓNOMA;67
02073-Tarazona de la Mancha;Total;Total;Extranjero;19
02074-Tobarra;Total;Total;Misma provincia;76
02074-Tobarra;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;8
02074-Tobarra;Total;Total;Otra COMUNIDAD AUTÓNOMA;113
02074-Tobarra;Total;Total;Extranjero;28
02075-Valdeganga;Total;Total;Misma provincia;54
02075-Valdeganga;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;9
02075-Valdeganga;Total;Total;Otra COMUNIDAD AUTÓNOMA;23
02075-Valdeganga;Total;Total;Extranjero;1
02076-Vianos;Total;Total;Misma provincia;4
02076-Vianos;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02076-Vianos;Total;Total;Otra COMUNIDAD AUTÓNOMA;5
02076-Vianos;Total;Total;Extranjero;0
02077-Villa de Ves;Total;Total;Misma provincia;2
02077-Villa de Ves;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;1
02077-Villa de Ves;Total;Total;Otra COMUNIDAD AUTÓNOMA;2
02077-Villa de Ves;Total;Total;Extranjero;0
02078-Villalgordo del Júcar;Total;Total;Misma provincia;8
02078-Villalgordo del Júcar;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;12
02078-Villalgordo del Júcar;Total;Total;Otra COMUNIDAD AUTÓNOMA;13
02078-Villalgordo del Júcar;Total;Total;Extranjero;1
02079-Villamalea;Total;Total;Misma provincia;39
02079-Villamalea;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;15
02079-Villamalea;Total;Total;Otra COMUNIDAD AUTÓNOMA;47
02079-Villamalea;Total;Total;Extranjero;33
02080-Villapalacios;Total;Total;Misma provincia;12
02080-Villapalacios;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;7
02080-Villapalacios;Total;Total;Otra COMUNIDAD AUTÓNOMA;20
02080-Villapalacios;Total;Total;Extranjero;5
02081-Villarrobledo;Total;Total;Misma provincia;90
02081-Villarrobledo;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;139
02081-Villarrobledo;Total;Total;Otra COMUNIDAD AUTÓNOMA;322
02081-Villarrobledo;Total;Total;Extranjero;68
02082-Villatoya;Total;Total;Misma provincia;0
02082-Villatoya;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02082-Villatoya;Total;Total;Otra COMUNIDAD AUTÓNOMA;6
02082-Villatoya;Total;Total;Extranjero;1
02083-Villavaliente;Total;Total;Misma provincia;11
02083-Villavaliente;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02083-Villavaliente;Total;Total;Otra COMUNIDAD AUTÓNOMA;3
02083-Villavaliente;Total;Total;Extranjero;3
02084-Villaverde de Guadalimar;Total;Total;Misma provincia;2
02084-Villaverde de Guadalimar;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;2
02084-Villaverde de Guadalimar;Total;Total;Otra COMUNIDAD AUTÓNOMA;8
02084-Villaverde de Guadalimar;Total;Total;Extranjero;0
02085-Viveros;Total;Total;Misma provincia;8
02085-Viveros;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02085-Viveros;Total;Total;Otra COMUNIDAD AUTÓNOMA;9
02085-Viveros;Total;Total;Extranjero;4
02086-Yeste;Total;Total;Misma provincia;41
02086-Yeste;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02086-Yeste;Total;Total;Otra COMUNIDAD AUTÓNOMA;50
02086-Yeste;Total;Total;Extranjero;3
02901-Pozo Cañada;Total;Total;Misma provincia;36
02901-Pozo Cañada;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02901-Pozo Cañada;Total;Total;Otra COMUNIDAD AUTÓNOMA;24
02901-Pozo Cañada;Total;Total;Extranjero;2
